CrashId,PersonId,Age,Birth Date,Birth Date Unknown,Gender,Injury Status
117788,4,58,1956-10-09,null,Male,Fatal Injury (K)
120216,1,56,1958-06-15,null,Male,Fatal Injury (K)
120571,2,25,1989-07-12,null,Male,Fatal Injury (K)
122336,2,66,1948-09-09,null,Male,Fatal Injury (K)
122344,1,20,1994-07-28,null,Female,Fatal Injury (K)
123010,2,51,1963-12-12,null,Female,Fatal Injury (K)
123599,2,50,1965-04-17,null,Male,Fatal Injury (K)
124498,1,22,1992-08-19,null,Male,Fatal Injury (K)
126168,2,20,1994-11-13,null,Female,Fatal Injury (K)
128440,1,43,1972-08-02,null,Male,Fatal Injury (K)
129822,1,23,1991-05-20,null,Male,Fatal Injury (K)
129825,2,76,1938-02-10,null,Male,Fatal Injury (K)
129826,2,52,1962-03-20,null,Male,Fatal Injury (K)
129827,2,19,1995-10-24,null,Female,Fatal Injury (K)
129829,2,50,1964-08-03,null,Male,Fatal Injury (K)
129830,2,29,1985-04-05,null,Male,Fatal Injury (K)
129831,2,22,1992-06-13,null,Male,Fatal Injury (K)
131024,1,31,1984-03-01,null,Male,Fatal Injury (K)
131024,2,7,2008-06-09,null,Male,Fatal Injury (K)
131373,5,17,1997-01-28,null,Male,Fatal Injury (K)
137497,1,87,1928-03-29,null,Male,Fatal Injury (K)
137513,1,55,1959-06-05,null,Male,Fatal Injury (K)
137514,2,58,1957-03-27,null,Male,Fatal Injury (K)
137546,3,47,1967-10-25,null,Female,Fatal Injury (K)
137562,4,36,1979-01-03,null,Male,Fatal Injury (K)
137569,1,79,1935-03-08,null,Male,Fatal Injury (K)
137580,2,50,1964-11-10,null,Male,Fatal Injury (K)
137583,1,21,1994-07-23,null,Male,Fatal Injury (K)
137586,1,51,1964-05-02,null,Male,Fatal Injury (K)
137721,2,50,1964-12-21,null,Male,Fatal Injury (K)
137727,1,40,1975-02-22,null,Male,Fatal Injury (K)
137728,1,55,1959-06-24,null,Male,Fatal Injury (K)
137729,1,44,1970-11-27,null,Male,Fatal Injury (K)
137730,3,49,1965-09-26,null,Female,Fatal Injury (K)
137746,1,28,1986-09-28,null,Male,Fatal Injury (K)
137769,1,52,1962-08-28,null,Male,Fatal Injury (K)
137781,1,51,1963-07-03,null,Male,Fatal Injury (K)
137799,1,55,1959-05-31,null,Male,Fatal Injury (K)
137800,2,28,1987-04-09,null,Male,Fatal Injury (K)
138000,1,54,1961-01-25,null,Male,Fatal Injury (K)
138006,1,24,1990-09-19,null,Male,Fatal Injury (K)
138014,1,63,1952-03-13,null,Male,Fatal Injury (K)
138022,1,24,1990-09-06,null,Male,Fatal Injury (K)
138022,3,23,1992-01-09,null,Male,Fatal Injury (K)
138280,2,18,1996-10-29,null,Male,Fatal Injury (K)
139796,4,23,1991-05-11,null,Female,Fatal Injury (K)
143434,1,25,1990-04-16,null,Male,Fatal Injury (K)
143434,5,27,1988-07-01,null,Male,Fatal Injury (K)
145669,3,65,1950-01-01,null,Male,Fatal Injury (K)
148566,1,37,1978-08-20,null,Male,Fatal Injury (K)
149836,2,56,1958-10-25,null,Male,Fatal Injury (K)
150245,2,53,1962-01-31,null,Male,Fatal Injury (K)
150573,1,49,1966-01-21,null,Male,Fatal Injury (K)
152507,3,2,2013-11-19,null,Male,Fatal Injury (K)
153471,3,74,1941-04-07,null,Female,Fatal Injury (K)
158519,1,28,1986-06-17,null,Male,Fatal Injury (K)
161615,1,32,1982-06-20,null,Male,Fatal Injury (K)
161953,1,24,1990-08-13,null,Male,Fatal Injury (K)
162037,1,22,1993-02-18,null,Male,Fatal Injury (K)
162038,1,26,1988-10-14,null,Male,Fatal Injury (K)
164374,1,91,1923-11-18,null,Female,Fatal Injury (K)
165992,1,22,1992-12-27,null,Male,Fatal Injury (K)
166042,1,96,1919-04-07,null,Female,Fatal Injury (K)
166480,1,53,1962-01-30,null,Male,Fatal Injury (K)
167216,7,17,1997-08-12,null,Female,Fatal Injury (K)
168148,1,28,1987-06-29,null,Male,Fatal Injury (K)
168773,2,53,1962-02-06,null,Male,Fatal Injury (K)
170052,2,53,1961-03-11,null,Female,Fatal Injury (K)
172160,1,46,1969-02-25,null,Male,Fatal Injury (K)
174047,2,41,1974-03-20,null,Male,Fatal Injury (K)
176234,1,34,1980-06-11,null,Male,Fatal Injury (K)
179107,1,17,1998-04-02,null,Male,Fatal Injury (K)
179142,1,80,1935-06-16,null,Male,Fatal Injury (K)
179298,1,57,1957-04-12,null,Female,Fatal Injury (K)
179299,2,39,1975-05-18,null,Female,Fatal Injury (K)
179300,1,37,1977-04-05,null,Male,Fatal Injury (K)
179301,2,34,1980-07-22,null,Female,Fatal Injury (K)
179590,4,86,1928-10-11,null,Male,Fatal Injury (K)
179806,1,46,1968-12-09,null,Male,Fatal Injury (K)
179990,1,48,1966-10-02,null,Female,Fatal Injury (K)
180104,2,46,1968-11-07,null,Male,Fatal Injury (K)
180227,2,32,1982-09-20,null,Male,Fatal Injury (K)
180358,1,37,1977-12-09,null,Male,Fatal Injury (K)
180360,1,31,1983-10-31,null,Male,Fatal Injury (K)
180361,1,48,1967-02-23,null,Male,Fatal Injury (K)
180362,4,46,1969-05-20,null,Male,Fatal Injury (K)
180364,2,48,1967-01-18,null,Male,Fatal Injury (K)
180365,1,53,1962-03-21,null,Male,Fatal Injury (K)
180368,1,26,1988-11-25,null,Female,Fatal Injury (K)
180653,1,53,1962-02-15,null,Female,Fatal Injury (K)
180922,1,61,1954-08-01,null,Male,Fatal Injury (K)
181305,2,44,1971-10-25,null,Male,Fatal Injury (K)
184910,1,78,1936-08-21,null,Male,Fatal Injury (K)
185219,1,19,1996-04-16,null,Male,Fatal Injury (K)
185270,2,55,1959-08-29,null,Male,Fatal Injury (K)
185802,1,85,1930-06-24,null,Female,Fatal Injury (K)
185838,1,35,1979-12-03,null,Male,Fatal Injury (K)
185900,1,44,1971-07-27,null,Male,Fatal Injury (K)
185921,2,25,1989-12-10,null,Female,Fatal Injury (K)
186079,1,63,1952-08-15,null,Female,Fatal Injury (K)
186155,3,56,1959-08-23,null,Female,Fatal Injury (K)
186238,5,68,1947-03-21,null,Male,Fatal Injury (K)
186285,2,90,1925-03-22,null,Female,Fatal Injury (K)
186301,2,89,1926-06-07,null,Male,Fatal Injury (K)
186359,3,81,1934-01-07,null,Male,Fatal Injury (K)
186368,1,85,1930-03-03,null,Male,Fatal Injury (K)
186381,2,26,1989-04-12,null,Male,Fatal Injury (K)
186396,2,73,1942-07-25,null,Female,Fatal Injury (K)
186402,2,56,1959-06-21,null,Male,Fatal Injury (K)
186428,1,29,1986-09-22,null,Male,Fatal Injury (K)
186653,1,42,1973-03-07,null,Male,Fatal Injury (K)
187108,4,50,1965-08-30,null,Male,Fatal Injury (K)
187321,1,80,1934-09-29,null,Male,Fatal Injury (K)
187494,5,58,1956-05-15,null,Male,Fatal Injury (K)
187512,2,69,1946-02-23,null,Male,Fatal Injury (K)
187656,5,24,1990-10-02,null,Male,Fatal Injury (K)
187719,1,15,2000-08-27,null,Male,Fatal Injury (K)
187840,2,64,1951-02-23,null,Male,Fatal Injury (K)
189953,1,16,1998-12-13,null,Male,Fatal Injury (K)
190290,2,61,1954-01-04,null,Male,Fatal Injury (K)
190390,1,67,1947-11-05,null,Male,Fatal Injury (K)
190478,2,41,1973-12-06,null,Male,Fatal Injury (K)
190554,2,38,1976-06-24,null,Male,Fatal Injury (K)
190622,2,41,1973-07-25,null,Male,Fatal Injury (K)
190623,2,51,1963-12-28,null,Female,Fatal Injury (K)
190954,2,60,1955-07-25,null,Female,Fatal Injury (K)
190999,2,90,1924-10-27,null,Male,Fatal Injury (K)
191212,2,75,1940-08-27,null,Male,Fatal Injury (K)
194353,1,36,1979-06-26,null,Male,Fatal Injury (K)
197001,2,76,1939-04-25,null,Female,Fatal Injury (K)
197269,3,43,1973-02-04,null,Male,Fatal Injury (K)
199104,2,64,1952-03-11,null,Male,Fatal Injury (K)
200726,1,42,1974-05-16,null,Female,Fatal Injury (K)
201305,1,32,1984-02-07,null,Male,Fatal Injury (K)
202086,1,35,1981-11-08,null,Male,Fatal Injury (K)
202207,1,52,1963-09-24,null,Male,Fatal Injury (K)
203545,1,29,1986-08-19,null,Female,Fatal Injury (K)
204137,1,45,1970-06-17,null,Male,Fatal Injury (K)
204154,1,59,1955-09-01,null,Male,Fatal Injury (K)
204470,1,49,1967-12-17,null,Male,Fatal Injury (K)
207464,2,54,1962-01-15,null,Female,Fatal Injury (K)
207625,1,28,1988-05-16,null,Male,Fatal Injury (K)
208288,2,32,1984-07-05,null,Male,Fatal Injury (K)
208829,1,19,1996-04-10,null,Female,Fatal Injury (K)
210517,1,29,1986-10-23,null,Male,Fatal Injury (K)
211789,1,33,1982-07-15,null,Female,Fatal Injury (K)
213297,2,54,1961-10-27,null,Male,Fatal Injury (K)
215513,2,null,2005-06-20,null,Female,Fatal Injury (K)
217004,1,38,1976-03-09,null,Male,Fatal Injury (K)
217006,1,19,1996-01-15,null,Male,Fatal Injury (K)
217006,2,20,1994-12-13,null,Female,Fatal Injury (K)
217007,2,27,1987-11-12,null,Female,Fatal Injury (K)
217008,3,13,2001-12-04,null,Male,Fatal Injury (K)
217008,4,15,2000-03-09,null,Female,Fatal Injury (K)
217010,2,14,2001-06-01,null,Male,Fatal Injury (K)
217011,2,23,1992-05-15,null,Male,Fatal Injury (K)
217385,3,27,1989-03-05,null,Male,Fatal Injury (K)
217606,1,25,1990-12-24,null,Male,Fatal Injury (K)
224354,1,54,1961-09-02,null,Male,Fatal Injury (K)
224743,2,49,1966-10-10,null,Male,Fatal Injury (K)
225567,2,55,1959-06-12,null,Female,Fatal Injury (K)
225697,1,31,1983-08-18,null,Male,Fatal Injury (K)
234595,3,22,1994-04-30,null,Male,Fatal Injury (K)
234902,1,17,1998-06-06,null,Male,Fatal Injury (K)
236378,1,13,2003-03-04,null,Male,Fatal Injury (K)
236396,2,17,1998-12-19,null,Male,Fatal Injury (K)
236502,2,89,1927-01-29,null,Male,Fatal Injury (K)
236713,1,18,1997-10-30,null,Male,Fatal Injury (K)
236959,2,77,1938-10-20,null,Male,Fatal Injury (K)
237974,2,91,1925-02-14,null,Male,Fatal Injury (K)
237992,1,51,1965-05-28,null,Male,Fatal Injury (K)
238246,1,33,1982-10-01,null,Male,Fatal Injury (K)
239672,1,27,1989-04-06,null,Male,Fatal Injury (K)
239672,2,21,1995-10-13,null,Male,Fatal Injury (K)
241831,2,49,1967-02-02,null,Male,Fatal Injury (K)
242269,1,56,1959-04-12,null,Male,Fatal Injury (K)
242317,1,46,1970-06-18,null,Male,Fatal Injury (K)
243570,1,26,1989-07-27,null,Male,Fatal Injury (K)
244753,1,40,1976-01-26,null,Male,Fatal Injury (K)
245336,1,47,1968-06-05,null,Male,Fatal Injury (K)
245395,2,57,1959-02-18,null,Male,Fatal Injury (K)
247816,1,24,1990-10-15,null,Male,Fatal Injury (K)
248571,1,90,1924-07-24,null,Male,Fatal Injury (K)
248572,1,55,1959-08-08,null,Female,Fatal Injury (K)
248576,1,24,1990-04-16,null,Male,Fatal Injury (K)
248584,2,50,1964-11-08,null,Male,Fatal Injury (K)
248586,1,65,1950-03-11,null,Female,Fatal Injury (K)
251520,1,73,1941-11-17,null,Male,Fatal Injury (K)
251535,1,72,1942-11-29,null,Male,Fatal Injury (K)
253020,1,30,1985-09-10,null,Female,Fatal Injury (K)
253263,1,60,1955-03-28,null,Female,Fatal Injury (K)
254462,3,51,1963-08-27,null,Male,Fatal Injury (K)
254637,2,65,1949-04-03,null,Male,Fatal Injury (K)
254689,1,32,1983-03-23,null,Male,Fatal Injury (K)
254739,1,27,1987-09-01,null,Male,Fatal Injury (K)
254743,2,52,1962-08-23,null,Male,Fatal Injury (K)
254747,4,20,1994-10-25,null,Male,Fatal Injury (K)
254749,1,27,1987-07-13,null,Male,Fatal Injury (K)
254778,2,55,1960-02-07,null,Male,Fatal Injury (K)
254791,1,52,1962-10-26,null,Male,Fatal Injury (K)
254817,1,24,1991-09-08,null,Female,Fatal Injury (K)
254839,1,65,1950-06-01,null,Male,Fatal Injury (K)
256731,2,34,1981-10-13,null,Male,Fatal Injury (K)
257565,2,24,1991-08-25,null,Male,Fatal Injury (K)
257638,2,28,1988-01-01,null,Female,Fatal Injury (K)
257816,2,81,1934-12-12,null,Male,Fatal Injury (K)
258040,2,43,1971-12-27,null,Male,Fatal Injury (K)
258042,2,26,1988-11-07,null,Male,Fatal Injury (K)
258056,2,62,1952-11-22,null,Female,Fatal Injury (K)
258071,1,75,1940-05-16,null,Female,Fatal Injury (K)
258086,1,44,1971-03-28,null,Male,Fatal Injury (K)
258131,2,62,1953-05-05,null,Male,Fatal Injury (K)
258216,1,26,1988-08-14,null,Male,Fatal Injury (K)
258259,3,19,1996-01-26,null,Female,Fatal Injury (K)
258259,4,19,1996-08-06,null,Male,Fatal Injury (K)
258289,1,62,1952-12-03,null,Female,Fatal Injury (K)
258297,1,25,1990-07-01,null,Male,Fatal Injury (K)
258308,1,24,1991-04-06,null,Male,Fatal Injury (K)
259347,1,47,1968-02-11,null,Male,Fatal Injury (K)
259369,2,42,1974-05-12,null,Female,Fatal Injury (K)
259370,1,88,1928-06-16,null,Male,Fatal Injury (K)
259623,2,48,1967-09-05,null,Male,Fatal Injury (K)
260047,3,27,1988-10-13,null,Male,Fatal Injury (K)
260069,1,69,1947-12-12,null,Male,Fatal Injury (K)
260284,2,54,1961-04-14,null,Female,Fatal Injury (K)
260421,2,68,1948-02-16,null,Male,Fatal Injury (K)
260482,2,20,1995-09-25,null,Male,Fatal Injury (K)
260593,2,64,1952-01-27,null,Male,Fatal Injury (K)
261209,1,31,1983-07-21,null,Male,Fatal Injury (K)
261211,1,64,1950-11-03,null,Male,Fatal Injury (K)
261216,1,20,1995-01-21,null,Male,Fatal Injury (K)
261219,3,4,2010-11-12,null,Female,Fatal Injury (K)
261225,2,50,1964-10-25,null,Female,Fatal Injury (K)
261245,1,71,1943-11-25,null,Male,Fatal Injury (K)
261246,1,27,1988-11-18,null,Male,Fatal Injury (K)
261248,1,22,1993-04-29,null,Female,Fatal Injury (K)
261252,1,35,1980-05-14,null,Male,Fatal Injury (K)
261262,1,40,1975-10-21,null,Male,Fatal Injury (K)
261267,2,52,1963-10-02,null,Male,Fatal Injury (K)
261272,1,20,1995-09-20,null,Female,Fatal Injury (K)
261299,2,52,1963-11-12,null,Male,Fatal Injury (K)
262349,1,57,1959-10-15,null,Male,Fatal Injury (K)
264603,1,43,1972-04-05,null,Male,Fatal Injury (K)
264605,1,57,1958-07-31,null,Male,Fatal Injury (K)
265370,2,48,1967-12-28,null,Male,Fatal Injury (K)
266332,2,26,1989-04-01,null,Male,Fatal Injury (K)
267599,1,68,1947-07-20,null,Male,Fatal Injury (K)
268128,3,79,1936-06-29,null,Male,Fatal Injury (K)
269319,2,78,1936-06-20,null,Male,Fatal Injury (K)
269319,3,79,1936-01-21,null,Female,Fatal Injury (K)
269760,1,52,1963-09-12,null,Male,Fatal Injury (K)
270881,1,32,1982-07-15,null,Male,Fatal Injury (K)
273536,2,20,1995-10-01,null,Male,Fatal Injury (K)
274149,1,19,1996-02-21,null,Male,Fatal Injury (K)
274155,1,27,1987-12-21,null,Male,Fatal Injury (K)
275062,2,28,1987-08-05,null,Female,Fatal Injury (K)
275062,4,69,1946-08-23,null,Unknown,Fatal Injury (K)
278084,4,53,1962-05-12,null,Male,Fatal Injury (K)
278726,1,29,1986-01-22,null,Female,Fatal Injury (K)
278726,2,5,2009-12-11,null,Male,Fatal Injury (K)
279272,1,63,1951-06-16,null,Male,Fatal Injury (K)
279274,1,33,1981-09-14,null,Male,Fatal Injury (K)
279299,2,31,1984-06-19,null,Male,Fatal Injury (K)
280575,1,49,1966-04-10,null,Male,Fatal Injury (K)
281885,1,46,1969-12-25,null,Female,Fatal Injury (K)
281886,4,18,1997-03-03,null,Female,Fatal Injury (K)
282066,3,8,2006-11-25,null,Male,Fatal Injury (K)
282117,2,27,1988-10-28,null,Female,Fatal Injury (K)
282609,1,40,1975-10-28,null,Male,Fatal Injury (K)
282627,1,24,1991-10-31,null,Male,Fatal Injury (K)
283586,2,54,1962-10-14,null,Male,Fatal Injury (K)
283995,1,31,1983-08-23,null,Male,Fatal Injury (K)
283998,1,52,1963-04-11,null,Male,Fatal Injury (K)
283999,1,23,1991-11-30,null,Female,Fatal Injury (K)
284002,2,70,1944-09-13,null,Male,Fatal Injury (K)
284003,1,40,1975-08-15,null,Male,Fatal Injury (K)
284004,2,53,1962-03-24,null,Male,Fatal Injury (K)
284005,4,85,1930-05-11,null,Female,Fatal Injury (K)
284006,2,32,1982-10-08,null,Male,Fatal Injury (K)
284008,1,51,1964-10-06,null,Male,Fatal Injury (K)
284014,1,50,1965-05-04,null,Male,Fatal Injury (K)
284015,1,20,1995-03-07,null,Female,Fatal Injury (K)
284020,2,18,1997-06-05,null,Male,Fatal Injury (K)
286863,3,73,1943-01-28,null,Male,Fatal Injury (K)
287224,2,59,1956-07-14,null,Male,Fatal Injury (K)
289869,1,88,1926-05-01,null,Female,Fatal Injury (K)
296455,1,19,1995-09-18,null,Female,Fatal Injury (K)
296456,2,29,1985-10-03,null,Male,Fatal Injury (K)
303735,1,52,1963-05-28,null,Male,Fatal Injury (K)
305900,1,22,1993-10-28,null,Female,Fatal Injury (K)
306323,2,56,1959-10-06,null,Male,Fatal Injury (K)
306323,4,53,1962-06-25,null,Female,Fatal Injury (K)
308355,1,24,1991-10-29,null,Male,Fatal Injury (K)
308795,2,58,1957-11-05,null,Male,Fatal Injury (K)
308877,1,44,1972-01-11,null,Male,Fatal Injury (K)
308924,2,65,1950-07-23,null,Male,Fatal Injury (K)
308925,2,47,1967-11-22,null,Female,Fatal Injury (K)
309231,8,null,1979-04-18,null,Male,Fatal Injury (K)
310042,2,40,1976-06-06,null,Female,Fatal Injury (K)
310059,1,24,1992-04-06,null,Male,Fatal Injury (K)
310066,4,30,1986-03-09,null,Male,Fatal Injury (K)
310145,1,37,1979-04-22,null,Male,Fatal Injury (K)
310154,2,69,1946-08-26,null,Female,Fatal Injury (K)
310397,4,22,1993-10-16,null,Female,Fatal Injury (K)
310418,1,83,1932-07-03,null,Male,Fatal Injury (K)
312799,1,40,1976-01-17,null,Male,Fatal Injury (K)
312808,1,90,1925-06-24,null,Male,Fatal Injury (K)
312875,2,86,1929-10-16,null,Female,Fatal Injury (K)
313312,2,57,1959-12-30,null,Male,Fatal Injury (K)
313642,2,5,2010-12-01,null,Male,Fatal Injury (K)
313678,1,37,1978-08-04,null,Male,Fatal Injury (K)
313951,3,85,1931-06-24,null,Female,Fatal Injury (K)
314401,2,77,1938-06-27,null,Male,Fatal Injury (K)
315255,2,35,1981-07-08,null,Female,Fatal Injury (K)
315366,2,63,1953-04-09,null,Male,Fatal Injury (K)
315368,1,37,1978-09-02,null,Male,Fatal Injury (K)
316190,3,70,1946-11-10,null,Male,Fatal Injury (K)
316629,2,null,null,TRUE,Female,Fatal Injury (K)
316718,1,31,1984-04-27,null,Male,Fatal Injury (K)
316738,3,34,1982-10-08,null,Male,Fatal Injury (K)
316739,1,16,2000-01-20,null,Male,Fatal Injury (K)
316757,1,71,1943-07-09,null,Male,Fatal Injury (K)
316793,2,27,1988-08-17,null,Male,Fatal Injury (K)
316895,1,40,1975-09-01,null,Male,Fatal Injury (K)
316901,2,90,1925-10-26,null,Male,Fatal Injury (K)
316906,1,51,1964-10-27,null,Male,Fatal Injury (K)
316906,2,67,1949-04-27,null,Male,Fatal Injury (K)
316932,1,30,1984-07-22,null,Female,Fatal Injury (K)
316939,1,73,1941-02-10,null,Male,Fatal Injury (K)
316952,2,29,1987-01-28,null,Male,Fatal Injury (K)
316986,2,69,1946-02-22,null,Male,Fatal Injury (K)
316994,1,18,1996-09-17,null,Male,Fatal Injury (K)
316996,2,29,1985-11-16,null,Male,Fatal Injury (K)
316997,1,37,1977-12-05,null,Male,Fatal Injury (K)
316998,2,20,1994-11-10,null,Male,Fatal Injury (K)
317000,1,30,1984-12-22,null,Female,Fatal Injury (K)
317001,2,50,1965-06-02,null,Male,Fatal Injury (K)
317003,2,64,1951-09-10,null,Male,Fatal Injury (K)
317179,3,33,1981-12-06,null,Female,Fatal Injury (K)
318661,1,55,1961-10-02,null,Male,Fatal Injury (K)
319236,2,59,1956-10-25,null,Male,Fatal Injury (K)
319237,1,51,1964-10-19,null,Male,Fatal Injury (K)
319238,2,25,1991-02-08,null,Male,Fatal Injury (K)
323603,2,31,1984-10-21,null,Male,Fatal Injury (K)
323897,1,80,1936-06-28,null,Female,Fatal Injury (K)
324126,2,48,1967-12-20,null,Male,Fatal Injury (K)
324157,1,16,1999-03-09,null,Female,Fatal Injury (K)
324157,2,14,2000-10-13,null,Female,Fatal Injury (K)
324158,1,56,1959-05-26,null,Male,Fatal Injury (K)
327413,2,22,1993-08-23,null,Male,Fatal Injury (K)
327415,1,58,1957-09-19,null,Female,Fatal Injury (K)
327563,3,4,2011-03-09,null,Female,Fatal Injury (K)
327563,5,7,2008-07-23,null,Female,Fatal Injury (K)
327569,1,35,1980-02-27,null,Female,Fatal Injury (K)
327572,2,56,1959-01-26,null,Male,Fatal Injury (K)
327604,1,19,1996-05-15,null,Male,Fatal Injury (K)
327626,1,94,1921-03-16,null,Male,Fatal Injury (K)
327648,2,51,1964-01-10,null,Female,Fatal Injury (K)
327666,1,37,1978-02-25,null,Male,Fatal Injury (K)
327667,1,47,1967-12-26,null,Female,Fatal Injury (K)
327668,2,22,1992-05-28,null,Female,Fatal Injury (K)
327669,1,68,1946-08-20,null,Male,Fatal Injury (K)
327669,2,66,1948-10-05,null,Male,Fatal Injury (K)
327670,5,26,1988-10-04,null,Male,Fatal Injury (K)
327671,2,51,1964-02-07,null,Male,Fatal Injury (K)
327672,14,61,1954-06-25,null,Female,Fatal Injury (K)
327672,15,38,1976-11-28,null,Female,Fatal Injury (K)
327673,7,6,2009-07-11,null,Female,Fatal Injury (K)
327674,2,22,1993-07-09,null,Male,Fatal Injury (K)
327674,3,22,1993-02-08,null,Male,Fatal Injury (K)
327675,2,43,1971-10-07,null,Male,Fatal Injury (K)
327676,1,42,1973-04-28,null,Male,Fatal Injury (K)
327678,2,38,1977-04-22,null,Female,Fatal Injury (K)
327679,2,51,1963-12-19,null,Female,Fatal Injury (K)
327680,2,48,1967-08-01,null,Male,Fatal Injury (K)
327680,3,49,1966-08-10,null,Female,Fatal Injury (K)
327682,1,47,1968-05-29,null,Male,Fatal Injury (K)
327684,1,57,1958-09-25,null,Female,Fatal Injury (K)
327685,2,46,1969-03-27,null,Male,Fatal Injury (K)
327686,1,42,1973-07-03,null,Male,Fatal Injury (K)
327857,2,61,1953-08-21,null,Female,Fatal Injury (K)
329287,3,null,1974-08-13,null,Male,Fatal Injury (K)
329361,1,85,1931-03-10,null,Male,Fatal Injury (K)
329638,2,35,1979-12-30,null,Male,Fatal Injury (K)
330548,1,49,1967-03-31,null,Male,Fatal Injury (K)
331066,1,18,1998-07-17,null,Male,Fatal Injury (K)
331776,2,21,1996-05-01,null,Male,Fatal Injury (K)
332436,1,35,1981-01-05,null,Female,Fatal Injury (K)
