CrashId,PersonId,Age,Birth Date,Birth Date Unknown,Gender,Injury Status
332765,2,50,1966-01-20,null,Female,Fatal Injury (K)
332979,2,60,1956-06-06,null,Male,Fatal Injury (K)
333609,1,58,1958-09-18,null,Male,Fatal Injury (K)
334369,1,35,1980-11-21,null,Male,Fatal Injury (K)
334370,17,null,1947-07-30,null,Female,Fatal Injury (K)
335127,2,20,1997-11-13,null,Male,Fatal Injury (K)
335927,1,30,1985-12-13,null,Male,Fatal Injury (K)
335942,1,58,1957-01-09,null,Male,Fatal Injury (K)
336131,1,58,1958-02-13,null,Male,Fatal Injury (K)
336206,3,68,1947-03-10,null,Female,Fatal Injury (K)
336362,1,79,1937-01-22,null,Female,Fatal Injury (K)
337416,1,43,1972-06-22,null,Male,Fatal Injury (K)
338120,2,68,1947-08-21,null,Female,Fatal Injury (K)
339235,1,88,1928-05-08,null,Female,Fatal Injury (K)
339933,2,76,1940-02-20,null,Female,Fatal Injury (K)
340455,2,4,2012-06-14,null,Female,Fatal Injury (K)
340932,2,34,1982-05-28,null,Male,Fatal Injury (K)
341459,1,22,1994-08-24,null,Male,Fatal Injury (K)
341476,2,81,1935-03-10,null,Male,Fatal Injury (K)
341680,3,22,1993-11-24,null,Male,Fatal Injury (K)
342088,1,61,1954-04-18,null,Male,Fatal Injury (K)
344372,1,60,1955-09-08,null,Male,Fatal Injury (K)
345671,2,36,1980-03-23,null,Male,Fatal Injury (K)
346351,1,33,1983-09-28,null,Male,Fatal Injury (K)
346351,2,31,1985-06-17,null,Female,Fatal Injury (K)
350590,2,61,1954-04-20,null,Female,Fatal Injury (K)
355584,3,85,1931-07-11,null,Female,Fatal Injury (K)
355986,1,89,1926-11-26,null,Male,Fatal Injury (K)
357101,1,31,1985-01-01,null,Male,Fatal Injury (K)
357101,5,null,1986-11-20,null,Male,Fatal Injury (K)
357101,6,null,1980-08-08,null,Male,Fatal Injury (K)
357159,2,47,1969-11-17,null,Male,Fatal Injury (K)
357288,2,37,1980-02-01,null,Male,Fatal Injury (K)
357297,3,56,1960-01-25,null,Male,Fatal Injury (K)
357298,2,42,1974-10-04,null,Female,Fatal Injury (K)
361294,2,87,1929-07-05,null,Male,Fatal Injury (K)
361460,1,59,1957-01-29,null,Female,Fatal Injury (K)
361467,1,41,1975-06-20,null,Male,Fatal Injury (K)
361881,2,77,1939-09-25,null,Male,Fatal Injury (K)
361977,2,85,1931-01-29,null,Female,Fatal Injury (K)
369578,1,52,1965-02-24,null,Male,Fatal Injury (K)
369856,1,71,1944-12-23,null,Male,Fatal Injury (K)
370043,2,64,1952-04-10,null,Male,Fatal Injury (K)
372096,1,38,1978-06-20,null,Female,Fatal Injury (K)
372191,2,18,1998-10-30,null,Female,Fatal Injury (K)
372196,1,61,1954-05-21,null,Female,Fatal Injury (K)
372197,11,59,1957-02-06,null,Female,Fatal Injury (K)
372198,1,25,1990-09-16,null,Female,Fatal Injury (K)
372199,2,75,1940-03-27,null,Male,Fatal Injury (K)
372200,1,31,1985-01-03,null,Male,Fatal Injury (K)
372201,1,90,1925-11-18,null,Male,Fatal Injury (K)
372201,2,87,1928-12-13,null,Female,Fatal Injury (K)
372203,1,45,1970-11-09,null,Female,Fatal Injury (K)
372205,1,78,1938-04-02,null,Male,Fatal Injury (K)
372207,1,62,1953-06-26,null,Unknown,Fatal Injury (K)
372209,2,19,1997-03-25,null,Female,Fatal Injury (K)
372293,2,26,1989-10-21,null,Male,Fatal Injury (K)
372307,2,70,1945-10-12,null,Female,Fatal Injury (K)
373404,2,23,1992-10-21,null,Female,Fatal Injury (K)
373497,1,64,1952-03-27,null,Male,Fatal Injury (K)
373609,6,19,1996-01-31,null,Female,Fatal Injury (K)
373838,1,40,1975-10-13,null,Male,Fatal Injury (K)
374189,1,19,1996-11-29,null,Male,Fatal Injury (K)
374191,1,35,1980-10-22,null,Male,Fatal Injury (K)
374194,1,59,1956-08-07,null,Male,Fatal Injury (K)
374414,1,28,1987-09-25,null,Male,Fatal Injury (K)
374414,2,59,1956-07-18,null,Female,Fatal Injury (K)
374415,1,40,1975-08-06,null,Male,Fatal Injury (K)
375654,1,27,1988-11-17,null,Male,Fatal Injury (K)
375769,2,56,null,TRUE,Male,Fatal Injury (K)
375928,1,30,1986-03-11,null,Male,Fatal Injury (K)
375928,2,29,1987-02-17,null,Female,Fatal Injury (K)
375931,1,22,1994-04-26,null,Male,Fatal Injury (K)
375933,2,57,1959-06-19,null,Male,Fatal Injury (K)
375934,1,24,1991-12-28,null,Female,Fatal Injury (K)
375935,13,20,1995-07-26,null,Male,Fatal Injury (K)
375938,1,28,1987-07-25,null,Male,Fatal Injury (K)
376075,1,58,1958-02-04,null,Male,Fatal Injury (K)
379118,1,55,1961-01-07,null,Male,Fatal Injury (K)
379612,1,null,null,TRUE,Male,Fatal Injury (K)
381233,2,86,1930-04-02,null,Female,Fatal Injury (K)
381274,2,66,1950-06-08,null,Female,Fatal Injury (K)
381299,1,52,1964-07-06,null,Male,Fatal Injury (K)
381459,1,26,1989-06-11,null,Male,Fatal Injury (K)
381459,2,24,1992-02-05,null,Female,Fatal Injury (K)
381460,1,50,1965-10-09,null,Male,Fatal Injury (K)
381462,1,69,1946-09-14,null,Female,Fatal Injury (K)
381463,2,23,1992-07-21,null,Male,Fatal Injury (K)
381464,2,61,1955-03-11,null,Male,Fatal Injury (K)
381476,1,23,1993-04-17,null,Male,Fatal Injury (K)
381482,2,63,1953-09-05,null,Male,Fatal Injury (K)
381486,3,74,1942-08-17,null,Male,Fatal Injury (K)
381686,5,24,1992-03-02,null,Female,Fatal Injury (K)
382503,1,42,1974-02-19,null,Male,Fatal Injury (K)
384687,3,86,1930-09-28,null,Female,Fatal Injury (K)
385083,2,40,1976-10-01,null,Male,Fatal Injury (K)
385121,1,36,1980-03-19,null,Female,Fatal Injury (K)
385125,2,20,1995-12-29,null,Male,Fatal Injury (K)
385126,1,67,1949-06-15,null,Male,Fatal Injury (K)
385744,1,76,1941-01-17,null,Male,Fatal Injury (K)
386320,3,41,1975-06-24,null,Female,Fatal Injury (K)
387104,2,64,1952-10-07,null,Female,Fatal Injury (K)
387404,1,31,1983-09-24,null,Female,Fatal Injury (K)
387536,1,78,1938-12-28,null,Female,Fatal Injury (K)
387929,2,47,1969-09-23,null,Male,Fatal Injury (K)
389374,2,87,1930-01-10,null,Female,Fatal Injury (K)
389403,2,50,1966-08-04,null,Male,Fatal Injury (K)
389502,1,34,1982-06-18,null,Male,Fatal Injury (K)
389525,1,20,1996-01-10,null,Male,Fatal Injury (K)
389528,1,33,1982-11-25,null,Male,Fatal Injury (K)
389530,1,64,1952-05-08,null,Male,Fatal Injury (K)
389534,2,69,1947-06-01,null,Male,Fatal Injury (K)
389615,1,25,1991-07-25,null,Male,Fatal Injury (K)
389616,2,54,1962-08-11,null,Male,Fatal Injury (K)
389731,1,26,1989-10-08,null,Male,Fatal Injury (K)
389976,2,53,1963-05-01,null,Male,Fatal Injury (K)
390508,1,73,1942-08-08,null,Male,Fatal Injury (K)
391432,1,62,1954-09-01,null,Male,Fatal Injury (K)
391500,2,75,1941-02-23,null,Female,Fatal Injury (K)
391501,1,48,1967-10-22,null,Male,Fatal Injury (K)
392006,2,60,1956-06-08,null,Male,Fatal Injury (K)
392186,2,38,1978-12-01,null,Male,Fatal Injury (K)
393532,4,55,1961-04-03,null,Male,Fatal Injury (K)
394891,1,29,1987-10-24,null,Male,Fatal Injury (K)
394910,3,47,1969-03-22,null,Female,Fatal Injury (K)
394946,6,20,1997-04-10,null,Male,Fatal Injury (K)
394964,3,32,1984-06-24,null,Male,Fatal Injury (K)
396878,1,51,1965-08-11,null,Male,Fatal Injury (K)
397312,1,25,1992-10-18,null,Male,Fatal Injury (K)
397312,2,39,1978-02-13,null,Male,Fatal Injury (K)
397331,1,21,1996-10-08,null,Male,Fatal Injury (K)
397363,2,67,1949-08-07,null,Male,Fatal Injury (K)
397383,1,63,1952-11-16,null,Male,Fatal Injury (K)
397384,2,48,1968-04-11,null,Female,Fatal Injury (K)
397394,1,null,null,TRUE,Male,Fatal Injury (K)
397394,2,20,1996-09-27,null,Male,Fatal Injury (K)
397491,2,54,1961-03-13,null,Male,Fatal Injury (K)
397492,2,23,1992-10-30,null,Male,Fatal Injury (K)
397494,3,48,1968-01-06,null,Female,Fatal Injury (K)
397495,2,60,1956-04-06,null,Male,Fatal Injury (K)
397497,1,36,1980-07-13,null,Male,Fatal Injury (K)
399983,1,71,1945-12-30,null,Male,Fatal Injury (K)
400003,2,null,null,TRUE,Female,Fatal Injury (K)
400057,1,24,1992-02-29,null,Female,Fatal Injury (K)
400097,1,26,1990-12-29,null,Male,Fatal Injury (K)
400101,2,22,1994-12-31,null,Male,Fatal Injury (K)
401103,6,80,1937-05-09,null,Male,Fatal Injury (K)
401104,1,44,1972-12-07,null,Male,Fatal Injury (K)
401150,1,37,1980-02-21,null,Male,Fatal Injury (K)
401151,1,27,1990-01-05,null,Female,Fatal Injury (K)
402116,1,85,1931-09-02,null,Female,Fatal Injury (K)
403157,1,18,1998-08-31,null,Male,Fatal Injury (K)
404936,2,59,1957-06-03,null,Female,Fatal Injury (K)
404968,1,52,1965-02-11,null,Female,Fatal Injury (K)
404972,2,35,1981-09-04,null,Male,Fatal Injury (K)
404988,1,19,1997-04-09,null,Male,Fatal Injury (K)
404991,1,20,1996-08-15,null,Female,Fatal Injury (K)
404992,1,28,1988-07-18,null,Male,Fatal Injury (K)
405078,1,33,1983-06-20,null,Female,Fatal Injury (K)
405747,2,71,1945-03-24,null,Female,Fatal Injury (K)
406973,1,38,1979-01-27,null,Male,Fatal Injury (K)
408903,1,65,1951-07-06,null,Male,Fatal Injury (K)
408937,1,43,1973-06-05,null,Male,Fatal Injury (K)
409351,1,32,1984-08-18,null,Male,Fatal Injury (K)
409387,3,59,1958-04-04,null,Female,Fatal Injury (K)
409552,2,55,1960-12-30,null,Female,Fatal Injury (K)
409553,5,38,1978-03-12,null,Male,Fatal Injury (K)
410012,2,30,1986-12-03,null,Male,Fatal Injury (K)
410757,1,54,1960-12-12,null,Female,Fatal Injury (K)
411741,2,20,1996-09-25,null,Male,Fatal Injury (K)
411820,1,22,1995-02-13,null,Male,Fatal Injury (K)
412062,1,34,1982-11-28,null,Male,Fatal Injury (K)
414028,2,64,1952-12-24,null,Male,Fatal Injury (K)
414028,4,64,1952-12-29,null,Female,Fatal Injury (K)
414458,2,60,1955-09-16,null,Female,Fatal Injury (K)
415084,1,24,1991-04-28,null,Female,Fatal Injury (K)
415886,1,79,1937-08-21,null,Female,Fatal Injury (K)
416018,3,23,1993-07-09,null,Male,Fatal Injury (K)
416098,1,59,1957-04-22,null,Female,Fatal Injury (K)
416913,1,23,1993-12-09,null,Male,Fatal Injury (K)
416913,2,20,1996-12-17,null,Male,Fatal Injury (K)
416955,2,52,1964-05-23,null,Male,Fatal Injury (K)
416956,2,61,1955-03-25,null,Male,Fatal Injury (K)
417066,4,43,1973-11-12,null,Male,Fatal Injury (K)
417931,1,42,1975-11-06,null,Male,Fatal Injury (K)
418504,1,28,1987-10-25,null,Male,Fatal Injury (K)
418946,1,28,1989-04-20,null,Male,Fatal Injury (K)
419336,1,20,1997-05-29,null,Male,Fatal Injury (K)
419564,2,67,1950-05-24,null,Male,Fatal Injury (K)
419592,1,64,1953-06-26,null,Female,Fatal Injury (K)
420161,2,78,1937-07-03,null,Female,Fatal Injury (K)
420684,1,37,1978-11-13,null,Male,Fatal Injury (K)
420685,2,32,1984-03-21,null,Male,Fatal Injury (K)
422126,3,83,1933-11-01,null,Male,Fatal Injury (K)
423147,2,72,1945-07-18,null,Male,Fatal Injury (K)
423342,1,74,1941-06-26,null,Male,Fatal Injury (K)
423343,1,56,1959-10-22,null,Male,Fatal Injury (K)
423346,1,51,1965-04-09,null,Male,Fatal Injury (K)
423347,3,46,1969-10-06,null,Female,Fatal Injury (K)
423349,6,33,1983-05-07,null,Female,Fatal Injury (K)
423350,2,24,1992-03-19,null,Male,Fatal Injury (K)
423352,1,65,1951-10-10,null,Male,Fatal Injury (K)
423353,1,46,1970-07-24,null,Female,Fatal Injury (K)
423354,2,26,1990-03-02,null,Female,Fatal Injury (K)
423355,3,45,1971-05-23,null,Female,Fatal Injury (K)
423356,1,42,1974-11-25,null,Male,Fatal Injury (K)
423358,2,80,1936-10-12,null,Male,Fatal Injury (K)
424237,2,53,1964-04-03,null,Male,Fatal Injury (K)
425133,1,42,1973-08-07,null,Male,Fatal Injury (K)
425134,1,55,1961-04-28,null,Male,Fatal Injury (K)
425135,4,91,1924-09-28,null,Male,Fatal Injury (K)
425263,1,56,1961-03-17,null,Male,Fatal Injury (K)
425279,1,75,1941-01-04,null,Male,Fatal Injury (K)
425419,8,17,1999-08-31,null,Male,Fatal Injury (K)
427543,3,56,1961-02-02,null,Female,Fatal Injury (K)
427993,2,49,1967-02-12,null,Male,Fatal Injury (K)
428141,1,46,1970-09-12,null,Male,Fatal Injury (K)
428392,2,30,1987-01-25,null,Male,Fatal Injury (K)
429991,3,26,1990-08-15,null,Male,Fatal Injury (K)
431439,2,66,1950-09-21,null,Female,Fatal Injury (K)
432342,1,24,1992-03-07,null,Female,Fatal Injury (K)
432343,3,0,2016-05-27,null,Female,Fatal Injury (K)
432347,1,24,1992-09-02,null,Male,Fatal Injury (K)
432348,1,28,1988-07-24,null,Male,Fatal Injury (K)
432349,1,22,1994-03-24,null,Male,Fatal Injury (K)
432350,1,40,1976-03-27,null,Male,Fatal Injury (K)
432637,2,20,1997-10-08,null,Female,Fatal Injury (K)
433880,3,65,1951-12-07,null,Male,Fatal Injury (K)
434726,1,28,1989-05-02,null,Male,Fatal Injury (K)
434909,1,53,1964-04-19,null,Male,Fatal Injury (K)
435271,2,80,1936-12-22,null,Male,Fatal Injury (K)
435416,2,68,1947-05-14,null,Male,Fatal Injury (K)
435417,1,74,1941-06-04,null,Male,Fatal Injury (K)
435418,1,26,1990-01-07,null,Female,Fatal Injury (K)
435419,1,64,1952-02-07,null,Male,Fatal Injury (K)
435421,1,26,1990-09-06,null,Female,Fatal Injury (K)
435425,1,33,1983-04-23,null,Female,Fatal Injury (K)
435810,8,56,1961-06-10,null,Female,Fatal Injury (K)
437246,1,47,1969-10-07,null,Male,Fatal Injury (K)
437267,1,27,1989-11-14,null,Female,Fatal Injury (K)
437583,2,68,1948-11-02,null,Male,Fatal Injury (K)
437668,1,44,1973-01-15,null,Male,Fatal Injury (K)
438239,4,53,1964-01-10,null,Male,Fatal Injury (K)
438339,2,49,1967-08-22,null,Male,Fatal Injury (K)
438460,1,50,1966-09-09,null,Male,Fatal Injury (K)
438799,2,40,1975-02-26,null,Male,Fatal Injury (K)
439015,2,49,1967-11-01,null,Male,Fatal Injury (K)
440072,2,79,1937-01-09,null,Male,Fatal Injury (K)
442124,1,36,1980-10-06,null,Male,Fatal Injury (K)
442138,1,20,1996-10-14,null,Male,Fatal Injury (K)
444011,1,42,1975-02-06,null,Male,Fatal Injury (K)
444011,2,null,1974-04-04,null,Male,Fatal Injury (K)
444431,2,56,1961-01-22,null,Male,Fatal Injury (K)
444626,3,63,1953-01-12,null,Male,Fatal Injury (K)
444627,1,68,1948-08-07,null,Male,Fatal Injury (K)
444907,2,45,1972-06-23,null,Male,Fatal Injury (K)
445090,1,36,1980-05-18,null,Male,Fatal Injury (K)
445093,2,71,1945-11-12,null,Female,Fatal Injury (K)
445557,2,41,1976-06-25,null,Male,Fatal Injury (K)
445907,2,38,1979-08-18,null,Male,Fatal Injury (K)
446231,2,79,1938-06-11,null,Female,Fatal Injury (K)
447526,2,23,1994-03-07,null,Male,Fatal Injury (K)
448080,1,23,1993-08-17,null,Male,Fatal Injury (K)
448081,4,31,1984-12-19,null,Female,Fatal Injury (K)
448082,4,36,1980-12-01,null,Male,Fatal Injury (K)
448928,1,20,1997-02-04,null,Male,Fatal Injury (K)
450147,1,27,1989-07-19,null,Male,Fatal Injury (K)
450184,1,23,1994-08-06,null,Male,Fatal Injury (K)
450401,2,23,1993-11-06,null,Female,Fatal Injury (K)
452784,2,26,1989-07-25,null,Female,Fatal Injury (K)
452870,2,55,1960-10-10,null,Female,Fatal Injury (K)
452938,2,37,1978-07-23,null,Male,Fatal Injury (K)
452939,2,50,1965-08-20,null,Female,Fatal Injury (K)
452940,3,61,1955-03-14,null,Male,Fatal Injury (K)
452941,1,32,1984-02-19,null,Male,Fatal Injury (K)
452942,2,52,1963-05-21,null,Male,Fatal Injury (K)
452943,1,55,1960-12-11,null,Female,Fatal Injury (K)
452944,1,60,1956-05-11,null,Unknown,Fatal Injury (K)
452945,1,21,1995-09-02,null,Male,Fatal Injury (K)
452946,2,54,1962-05-06,null,Male,Fatal Injury (K)
452947,1,41,1975-05-12,null,Male,Fatal Injury (K)
452948,1,59,1957-04-01,null,Female,Fatal Injury (K)
452950,2,85,1931-08-03,null,Male,Fatal Injury (K)
452952,2,25,1992-01-11,null,Male,Fatal Injury (K)
453124,2,72,1943-10-08,null,Female,Fatal Injury (K)
453282,1,80,1935-07-15,null,Female,Fatal Injury (K)
454457,2,21,1995-10-27,null,Male,Fatal Injury (K)
455950,1,42,1974-05-19,null,Male,Fatal Injury (K)
456443,6,4,2012-05-26,null,Male,Fatal Injury (K)
457613,1,63,1954-06-20,null,Male,Fatal Injury (K)
458272,2,82,1935-05-02,null,Female,Fatal Injury (K)
459348,1,46,1971-09-29,null,Male,Fatal Injury (K)
459817,2,55,1961-04-10,null,Male,Fatal Injury (K)
459859,1,61,1956-02-15,null,Male,Fatal Injury (K)
459884,2,58,1959-02-24,null,Female,Fatal Injury (K)
460163,2,62,1955-08-18,null,Female,Fatal Injury (K)
460479,2,73,1943-04-30,null,Male,Fatal Injury (K)
461295,1,46,1970-02-14,null,Male,Fatal Injury (K)
461296,1,70,1945-10-08,null,Male,Fatal Injury (K)
461298,3,14,2002-04-08,null,Male,Fatal Injury (K)
461860,1,33,1984-10-18,null,Male,Fatal Injury (K)
462362,1,35,1982-02-08,null,Female,Fatal Injury (K)
462409,4,59,1958-07-04,null,Female,Fatal Injury (K)
462450,1,24,1992-01-05,null,Male,Fatal Injury (K)
462455,1,89,1927-05-15,null,Male,Fatal Injury (K)
463211,2,22,1994-08-25,null,Female,Fatal Injury (K)
463495,1,90,1927-01-04,null,Male,Fatal Injury (K)
463926,3,47,1970-03-11,null,Male,Fatal Injury (K)
464804,3,76,1939-07-30,null,Male,Fatal Injury (K)
465073,5,40,1977-11-10,null,Female,Fatal Injury (K)
465264,5,26,1989-11-19,null,Male,Fatal Injury (K)
465606,1,21,1993-07-26,null,Male,Fatal Injury (K)
466860,9,89,1927-04-28,null,Female,Fatal Injury (K)
466873,4,25,1991-07-12,null,Male,Fatal Injury (K)
467138,1,32,1984-10-08,null,Female,Fatal Injury (K)
467156,2,75,1941-05-22,null,Male,Fatal Injury (K)
467211,2,88,1928-01-20,null,Male,Fatal Injury (K)
467236,3,55,1961-08-04,null,Male,Fatal Injury (K)
467255,1,23,1992-08-21,null,Female,Fatal Injury (K)
467279,2,72,1944-04-04,null,Male,Fatal Injury (K)
467289,1,23,1992-04-06,null,Male,Fatal Injury (K)
467290,2,39,1976-11-17,null,Male,Fatal Injury (K)
467293,4,32,1984-02-02,null,Male,Fatal Injury (K)
467405,3,61,1956-05-14,null,Male,Fatal Injury (K)
467488,1,35,1982-05-31,null,Male,Fatal Injury (K)
467603,1,73,1943-10-04,null,Female,Fatal Injury (K)
467603,3,25,1991-07-02,null,Female,Fatal Injury (K)
468193,1,21,1996-04-18,null,Male,Fatal Injury (K)
468320,2,67,1949-01-24,null,Female,Fatal Injury (K)
468995,1,91,1925-07-15,null,Female,Fatal Injury (K)
469447,1,23,1993-09-10,null,Male,Fatal Injury (K)
469532,2,87,1930-05-01,null,Female,Fatal Injury (K)
469719,1,54,1963-10-05,null,Male,Fatal Injury (K)
469874,2,58,1958-11-18,null,Male,Fatal Injury (K)
469877,1,38,1979-03-16,null,Male,Fatal Injury (K)
469963,1,86,1932-10-25,null,Male,Fatal Injury (K)
470099,2,51,1965-12-14,null,Female,Fatal Injury (K)
470100,3,6,2010-04-12,null,Male,Fatal Injury (K)
470687,6,60,1957-03-31,null,Male,Fatal Injury (K)
471130,1,46,1970-03-03,null,Male,Fatal Injury (K)
471216,1,60,1957-03-08,null,Male,Fatal Injury (K)
471774,2,67,1951-02-05,null,Male,Fatal Injury (K)
471802,2,52,1963-10-17,null,Male,Fatal Injury (K)
472048,1,38,1979-02-19,null,Female,Fatal Injury (K)
472696,3,45,1972-07-20,null,Male,Fatal Injury (K)
472714,1,24,1992-04-24,null,Female,Fatal Injury (K)
472755,2,45,1971-01-21,null,Male,Fatal Injury (K)
472978,1,32,1984-11-12,null,Male,Fatal Injury (K)
472978,2,47,1969-11-11,null,Male,Fatal Injury (K)
473540,1,67,1948-02-26,null,Male,Fatal Injury (K)
473549,2,20,1994-09-10,null,Male,Fatal Injury (K)
473550,2,24,1992-09-14,null,Male,Fatal Injury (K)
473552,1,61,1955-06-25,null,Male,Fatal Injury (K)
473580,1,72,1945-07-27,null,Male,Fatal Injury (K)
474222,1,20,1998-04-17,null,Female,Fatal Injury (K)
474556,1,17,1999-09-21,null,Male,Fatal Injury (K)
474557,1,68,1949-07-22,null,Male,Fatal Injury (K)
474562,1,78,1938-11-10,null,Male,Fatal Injury (K)
474563,2,55,1962-01-03,null,Male,Fatal Injury (K)
474564,2,40,1976-10-20,null,Male,Fatal Injury (K)
474568,1,63,1953-05-28,null,Male,Fatal Injury (K)
474867,2,50,1967-10-25,null,Male,Fatal Injury (K)
474867,3,40,1977-09-27,null,Male,Fatal Injury (K)
475458,2,38,1979-09-11,null,Female,Fatal Injury (K)
475479,1,32,1986-01-01,null,Male,Fatal Injury (K)
475548,1,32,1985-01-02,null,Male,Fatal Injury (K)
476350,1,69,1947-06-20,null,Male,Fatal Injury (K)
476350,2,26,1990-05-22,null,Male,Fatal Injury (K)
476424,1,43,1974-03-26,null,Female,Fatal Injury (K)
476506,1,55,1962-07-30,null,Male,Fatal Injury (K)
477180,4,66,1950-10-14,null,Male,Fatal Injury (K)
477180,5,66,1951-06-23,null,Male,Fatal Injury (K)
477294,1,84,1934-01-17,null,Male,Fatal Injury (K)
477374,3,52,1963-08-16,null,Female,Fatal Injury (K)
477375,3,53,1963-02-25,null,Female,Fatal Injury (K)
477378,2,32,1984-12-07,null,Female,Fatal Injury (K)
477605,3,41,1976-05-26,null,Female,Fatal Injury (K)
478617,1,27,1990-01-27,null,Male,Fatal Injury (K)
478621,1,92,1925-02-11,null,Male,Fatal Injury (K)
479090,1,52,1964-03-28,null,Female,Fatal Injury (K)
479094,2,27,1990-02-18,null,Male,Fatal Injury (K)
479551,1,22,1995-04-22,null,Male,Fatal Injury (K)
479568,1,25,1992-02-13,null,Male,Fatal Injury (K)
479568,2,25,1991-03-08,null,Female,Fatal Injury (K)
479732,2,75,1941-12-17,null,Female,Fatal Injury (K)
479846,2,70,1947-12-03,null,Male,Fatal Injury (K)
479895,1,30,1987-02-11,null,Male,Fatal Injury (K)
480242,2,25,1991-07-08,null,Male,Fatal Injury (K)
